interaction_types;drug_name
inhibitor;DERAZANTINIB
antagonist;DERENOFYLLINE
inhibitor;DESERPIDINE
agonist;DESFLURANE
antagonist;DESFLURANE
inducer;DESFLURANE
inhibitor;DESFLURANE
positive modulator;DESFLURANE
antagonist;DESIPRAMINE
binder;DESIPRAMINE
inhibitor;DESIPRAMINE
inhibitor;DESIPRAMINE HYDROCHLORIDE
inhibitor;DESIRUDIN
inhibitor;DESLANOSIDE
antagonist;DESLORATADINE
agonist;DESLORELIN
inhibitor;DESMETHYLSERTRALINE
agonist;DESMOPRESSIN
agonist;DESMOPRESSIN ACETATE
agonist;DESMOSTEROL
activator;DESMOTEPLASE
agonist;DESOGESTREL
agonist;DESONIDE
agonist;DESOXIMETASONE
agonist;DESOXYCORTICOSTERONE ACETATE
agonist;DESOXYCORTICOSTERONE PIVALATE
inhibitor;DESVENLAFAXINE
inhibitor;DESVENLAFAXINE SUCCINATE
inhibitor;DEUTETRABENAZINE
antagonist;DEVAZEPIDE
agonist;DEXAMETHASONE
negative modulator;DEXAMETHASONE
stimulator;DEXAMETHASONE
agonist;DEXAMETHASONE ACETATE
agonist;DEXAMETHASONE SODIUM PHOSPHATE
agonist;DEXANABINOL
allosteric modulator;DEXANABINOL
antagonist;DEXANABINOL
antagonist;DEXBROMPHENIRAMINE
antagonist;DEXBROMPHENIRAMINE MALEATE
antagonist;DEXCHLORPHENIRAMINE MALEATE
antagonist;DEXETIMIDE
agonist;DEXFENFLURAMINE
inhibitor;DEXFENFLURAMINE
activator;DEXIBUPROFEN
binder;DEXIBUPROFEN
inhibitor;DEXIBUPROFEN
modulator;DEXIBUPROFEN
negative modulator;DEXIBUPROFEN
antagonist;DEXKETOPROFEN
inhibitor;DEXLANSOPRAZOLE
antagonist;DEXLOXIGLUMIDE
antagonist;DEXMECAMYLAMINE
agonist;DEXMEDETOMIDINE
agonist;DEXMEDETOMIDINE HYDROCHLORIDE
inhibitor;DEXMETHYLPHENIDATE
inhibitor;DEXMETHYLPHENIDATE HYDROCHLORIDE
antagonist;DEXNIGULDIPINE
inhibitor;DEXNIGULDIPINE
inhibitor;DEXRAZOXANE
agonist;DEXTROAMPHETAMINE
antagonist;DEXTROAMPHETAMINE
inducer;DEXTROAMPHETAMINE
inhibitor;DEXTROAMPHETAMINE
inhibitor,inducer;DEXTROAMPHETAMINE
negative modulator;DEXTROAMPHETAMINE
inhibitor;DEXTROAMPHETAMINE ADIPATE
inhibitor;DEXTROAMPHETAMINE SULFATE
agonist;DEXTROMETHORPHAN
antagonist;DEXTROMETHORPHAN
binder;DEXTROMETHORPHAN
blocker;DEXTROMETHORPHAN
inhibitor;DEXTROMETHORPHAN
agonist;DEXTROMETHORPHAN HYDROBROMIDE
antagonist;DEXTROMETHORPHAN HYDROBROMIDE
agonist;DEXTROMETHORPHAN POLISTIREX
antagonist;DEXTROMETHORPHAN POLISTIREX
blocker;DEXTRORPHAN
agonist;DEXTROTHYROXINE
agonist;DEXTROTHYROXINE SODIUM
inhibitor;DEXVERAPAMIL
antibody;DEZAMIZUMAB
inhibitor;DEZAPELISIB
agonist;DEZOCINE
antagonist;DEZOCINE
partial agonist;DEZOCINE
inhibitor;DIACEREIN
agonist;DIACETYLMORPHINE HYDROCHLORIDE
agonist;DIARYLPROPIONITRILE
allosteric modulator;DIAZEPAM
ligand;DIAZEPAM
positive modulator;DIAZEPAM
inducer;DIAZOXIDE
inhibitor;DIAZOXIDE
ligand;DIBOTERMIN ALFA
inhibitor;DIBUCAINE
blocker;DIBUCAINE HYDROCHLORIDE
inhibitor;DICHLOROACETIC ACID
antagonist;DICHLOROBENZYL ALCOHOL
inhibitor;DICHLORPHENAMIDE
antagonist;DICLOFENAC
blocker;DICLOFENAC
inhibitor;DICLOFENAC
inhibitor;DICLOFENAC EPOLAMINE
inhibitor;DICLOFENAC POTASSIUM
inhibitor;DICLOFENAC SODIUM
inhibitor;DICUMAROL
antagonist;DICYCLOMINE
antagonist;DICYCLOMINE HYDROCHLORIDE
substrate;DIDANOSINE
inhibitor;DIDESMETHYLROCAGLAMIDE
agonist;DIENESTROL
agonist;DIENOGEST
antagonist;DIENOGEST
inhibitor;DIETHYLCARBAMAZINE
inhibitor;DIETHYLPROPION
inhibitor;DIETHYLPROPION HYDROCHLORIDE
agonist;DIETHYLSTILBESTROL
antagonist;DIETHYLSTILBESTROL
agonist;DIETHYLSTILBESTROL DIPHOSPHATE
inhibitor;DIFAMILAST
agonist;DIFELIKEFALIN
agonist;DIFENOXIN HYDROCHLORIDE
agonist;DIFLORASONE
agonist;DIFLORASONE DIACETATE
binder;DIFLUCORTOLONE
inducer;DIFLUCORTOLONE
inhibitor;DIFLUNISAL
agonist;DIFLUPREDNATE
inhibitor;DIGITOXIN
inhibitor;DIGOXIN
inhibitor;DIHOMO-GAMMA-LINOLENIC ACID
agonist;DIHYDROCODEINE BITARTRATE
agonist,antagonist;DIHYDROERGOCRISTINE
antagonist;DIHYDROERGOCRISTINE
agonist;DIHYDROERGOCRYPTINE
partial agonist;DIHYDROERGOCRYPTINE
agonist;DIHYDROERGOTAMINE
antagonist;DIHYDROERGOTAMINE
agonist;DIHYDROERGOTAMINE MESYLATE
inhibitor;DIHYDROKAINATE
agonist;DIHYDROMORPHINE
agonist;DIHYDROTACHYSTEROL
inhibitor;DILAZEP
inhibitor;DILMAPIMOD
blocker;DILTIAZEM
blocker;DILTIAZEM HYDROCHLORIDE
blocker;DILTIAZEM MALATE
agonist;DIMAPRIT
antagonist;DIMENHYDRINATE
modulator;DIMERCAPROL
antagonist;DIMETACRINE
antagonist;DIMETHINDENE
inhibitor;DIMETHYL FUMARATE
inhibitor;DIMETHYLCURCUMIN
agonist;DIMETHYLTHIAMBUTENE
blocker;DIMINAZENE
inhibitor;DINACICLIB
agonist;DINOPROST
agonist;DINOPROST TROMETHAMINE
antagonist;DINOPROST TROMETHAMINE
activator;DINOPROSTONE
agonist;DINOPROSTONE
antibody;DINUTUXIMAB
inhibitor;DINUTUXIMAB
antagonist;DIOSCIN
agonist;DIOSMIN
binder;DIOXYBENZONE
antagonist;DIPHEMANIL
antagonist;DIPHEMANIL METHYLSULFATE
antagonist;DIPHENHYDRAMINE
antagonist;DIPHENHYDRAMINE CITRATE
antagonist;DIPHENHYDRAMINE HYDROCHLORIDE
antagonist;DIPHENIDOL
antagonist;DIPHENIDOL HYDROCHLORIDE
agonist;DIPHENOXYLATE
agonist;DIPHENOXYLATE HYDROCHLORIDE
antagonist;DIPHENYLPYRALINE
inhibitor;DIPHENYLPYRALINE
antagonist;DIPHENYLPYRALINE HYDROCHLORIDE
agonist;DIPIVEFRIN
inhibitor;DIPIVEFRIN
substrate;DIPIVEFRIN
agonist;DIPIVEFRIN HYDROCHLORIDE
allosteric modulator;DIPRAGLURANT
modulator;DIPRAGLURANT
agonist;DIPRENORPHINE
antagonist;DIPRENORPHINE
inhibitor;DIPYRIDAMOLE
antagonist;DIPYRITHIONE
agonist;DIQUAFOSOL
agonist;DIROXIMEL FUMARATE
antagonist;DISOPYRAMIDE
blocker;DISOPYRAMIDE
inhibitor;DISOPYRAMIDE
blocker;DISOPYRAMIDE PHOSPHATE
inhibitor;DISPROCYNIUM24
inhibitor;DISULFIRAM
inhibitor;DIVALPROEX SODIUM
blocker;DIZOCILPINE
antagonist;DNK333
agonist;DOBUTAMINE
agonist;DOBUTAMINE HYDROCHLORIDE
binder;DOCETAXEL
inhibitor;DOCETAXEL
activator;DOCONEXENT
inhibitor;DOCONEXENT
ligand;DOCONEXENT
inhibitor;DOFEQUIDAR
blocker;DOFETILIDE
inhibitor;DOFETILIDE
antagonist;DOLASETRON
antagonist;DOLASETRON MESYLATE
agonist;DOLCANATIDE
antagonist;DOMITROBAN
antagonist;DOMPERIDONE
inducer;DONEPEZIL
inhibitor;DONEPEZIL
inhibitor,inducer;DONEPEZIL
negative modulator;DONEPEZIL
inhibitor;DONEPEZIL HYDROCHLORIDE
agonist;DONITRIPTAN
antagonist;DONITRIPTAN
agonist;DOPAMINE
binder;DOPAMINE
inducer;DOPAMINE
inhibitor;DOPAMINE
ligand;DOPAMINE
agonist;DOPAMINE HYDROCHLORIDE
inhibitor;DORAMAPIMOD
inhibitor;DORSOMORPHIN
inhibitor;DORZOLAMIDE
inhibitor;DORZOLAMIDE HYDROCHLORIDE
antagonist;DOTHIEPIN
inhibitor;DOTHIEPIN
inhibitor;DOVITINIB
suppressor;DOVITINIB
antagonist;DOXACURIUM
antagonist;DOXACURIUM CHLORIDE
inhibitor;DOXAPRAM
blocker;DOXAPRAM HYDROCHLORIDE
antagonist;DOXAZOSIN
inhibitor;DOXAZOSIN
antagonist;DOXAZOSIN MESYLATE
ligand;DOXEFAZEPAM
positive modulator;DOXEFAZEPAM
antagonist;DOXEPIN
binder;DOXEPIN
inhibitor;DOXEPIN
inhibitor;DOXEPIN HYDROCHLORIDE
agonist;DOXERCALCIFEROL
suppressor;DOXERCALCIFEROL
agonist;DOXOFYLLINE
antagonist;DOXOFYLLINE
inhibitor;DOXOFYLLINE
inhibitor;DOXORUBICIN
negative modulator;DOXORUBICIN
inhibitor;DOXORUBICIN HYDROCHLORIDE
inhibitor;DOXYCYCLINE
inhibitor;DOXYCYCLINE CALCIUM
inhibitor;DOXYCYCLINE HYCLATE
antagonist;DOXYLAMINE
antagonist;DOXYLAMINE SUCCINATE
agonist;DP001
agonist;DPDPE
inhibitor;DPDPE
agonist;D-PHENYLALANINE
inhibitor;DRAFLAZINE
agonist;DRF-10945
antagonist;DRINABANT
modulator;DROLOXIFENE
agonist;DROMOSTANOLONE PROPIONATE
agonist;DRONABINOL
antagonist;DRONEDARONE
inhibitor;DRONEDARONE
blocker;DRONEDARONE HYDROCHLORIDE
antagonist;DROPERIDOL
agonist;DROSPIRENONE
antagonist;DROSPIRENONE
binder;DROSPIRENONE
inhibitor;DROTAVERINE
inhibitor;DROTRECOGIN ALFA (ACTIVATED)
inhibitor;DROXICAM
agonist;DROXIDOPA
inhibitor;DROXIDOPA
agonist;DROZITUMAB
antibody;DROZITUMAB
inhibitor;DS-3078A
inhibitor;DS-7423
blocker;DSP-2230
agonist;D-TRYPTOPHAN
inhibitor;DUBERMATINIB
agonist;DULAGLUTIDE
agonist;DULANERMIN
antibody;DULANERMIN
antibody;DULIGOTUZUMAB
antagonist;DULOXETINE
inhibitor;DULOXETINE
inhibitor;DULOXETINE HYDROCHLORIDE
antagonist;DUPILUMAB
antibody;DUPILUMAB
antibody,inhibitor;DURVALUMAB
inhibitor;DURVALUMAB
inhibitor;DUSIGITUMAB
inhibitor;DUTASTERIDE
inhibitor;DUVELISIB
antagonist;DWP05195
inhibitor;DYCLONINE
blocker;DYCLONINE HYDROCHLORIDE
agonist;DYDROGESTERONE
antagonist;DYPHYLLINE
inhibitor;DYPHYLLINE
agonist;DYSIHERBAINE
inhibitor;E-6201
inhibitor;EBSELEN
antagonist;ECABET
inhibitor;ECALLANTIDE
agonist;ECHINACOSIDE
inhibitor;ECHOTHIOPHATE
inhibitor;ECHOTHIOPHATE IODIDE
blocker;ECONAZOLE
partial agonist;ECONAZOLE
antagonist;ECOPIPAM
antibody;ECULIZUMAB
inhibitor;ECULIZUMAB
agonist;EDAGLITAZONE
modulator;EDETATE CALCIUM DISODIUM
modulator;EDETATE DISODIUM
inhibitor;EDICOTINIB
inhibitor;EDIVOXETINE
agonist;EDOTREOTIDE
inhibitor;EDOXABAN
inhibitor;EDOXABAN TOSYLATE
inhibitor;EDROPHONIUM
inhibitor;EDROPHONIUM CHLORIDE
antibody;EFALIZUMAB
inhibitor;EFALIZUMAB
negative modulator;EFAPROXIRAL
agonist;EFATUTAZONE
agonist;EFATUTAZONE HYDROCHLORIDE
antagonist,blocker;EFLORNITHINE
inhibitor;EFLORNITHINE
inhibitor;EFLORNITHINE HYDROCHLORIDE
binder;EFMOROCTOCOG ALFA
antagonist;EFONIDIPINE
agonist;EGLUMEGAD
inhibitor;EHNA
antagonist;ELAGOLIX
ligand;ELAIDIC ACID
modulator;ELAPEGADEMASE
inhibitor;ELECLAZINE
agonist;ELEDOISIN
inhibitor;ELENBECESTAT
agonist;ELETRIPTAN
agonist;ELETRIPTAN HYDROBROMIDE
modulator;ELEXACAFTOR
antibody;ELEZANUMAB
antibody;ELGEMTUMAB
antagonist;ELIGLUSTAT
antagonist;ELINOGREL
antagonist;ELISMETREP
inhibitor;ELLAGIC ACID
inhibitor;ELOBIXIBAT
agonist;ELOCALCITOL
antibody;ELOTUZUMAB
inhibitor;ELOTUZUMAB
modulator;ELOTUZUMAB
blocker;ELPETRIGINE
agonist;ELSIGLUTIDE
inhibitor;ELSILIMOMAB
inhibitor;ELTANEXOR
agonist;ELTROMBOPAG
agonist;ELTROMBOPAG OLAMINE
antagonist;ELUBRIXIN
agonist;ELUXADOLINE
antagonist;ELUXADOLINE
antibody;EMACTUZUMAB
modulator;EMAPALUMAB
inhibitor;EMD-1204831
antagonist;EMEDASTINE
antagonist;EMEDASTINE DIFUMARATE
vaccine;EMEPEPIMUT-S
antibody;EMIBETUZUMAB
antagonist;EMICERFONT
activator;EMICIZUMAB
antibody;EMICIZUMAB
cofactor;EMICIZUMAB
inhibitor;EMIXUSTAT
inhibitor;EMIXUSTAT HYDROCHLORIDE
agonist;EMODIN
inhibitor;EMOPAMIL
inhibitor;EMPAGLIFLOZIN
inhibitor;EMRICASAN
agonist;ENADOLINE
inhibitor;ENALAPRIL
inhibitor;ENALAPRIL MALEATE
inhibitor;ENALAPRILAT
inhibitor;ENALKIREN
inhibitor;ENASIDENIB
agonist;ENAVATUZUMAB
inhibitor;ENCAINIDE
allosteric modulator;ENCALERET
agonist;ENCENICLINE
partial agonist;ENCENICLINE
inhibitor;ENCORAFENIB
agonist;ENDOMORPHIN-1
inhibitor;ENDOXIFEN
antagonist;ENFLURANE
inhibitor;ENFLURANE
inhibitor,activator;ENFLURANE
potentiator;ENFLURANE
stimulator,inhibitor;ENFLURANE
antibody;ENFORTUMAB VEDOTIN
inhibitor;ENILURACIL
ligand;ENJUVIA
antagonist;ENLIMOMAB PEGOL
inhibitor;ENMD-2076
inhibitor;ENMD-981693
antibody;ENOBLITUZUMAB
modulator;ENOBOSARM
inhibitor;ENOKIZUMAB
inhibitor;ENOXACIN
activator;ENOXAPARIN
inhibitor;ENOXAPARIN
potentiator;ENOXAPARIN
activator;ENOXAPARIN SODIUM
inhibitor;ENOXIMONE
antagonist;ENPROFYLLINE
inhibitor;ENPROFYLLINE
agonist;ENPROSTIL
antagonist;ENRASENTAN
inhibitor;ENSARTINIB
inhibitor;ENTACAPONE
inhibitor;ENTINOSTAT
agonist;ENTOLIMOD
inhibitor;ENTOSPLETINIB
inhibitor;ENTRECTINIB
antagonist;ENZACAMENE
antagonist;ENZALUTAMIDE
inhibitor;ENZALUTAMIDE
inhibitor;ENZASTAURIN
inhibitor;EPACADOSTAT
antagonist;EPELSIBAN
agonist;EPHEDRA
inhibitor;EPHEDRA
negative modulator;EPHEDRA
agonist;EPHEDRINE
inverse agonist;EPHEDRINE
agonist;EPIBATIDINE
agonist;EPICRIPTINE
inhibitor;EPIGALOCATECHIN GALLATE
antagonist;EPINASTINE
antagonist;EPINASTINE HYDROCHLORIDE
agonist;EPINEPHRINE
agonist,antagonist;EPINEPHRINE
antagonist;EPINEPHRINE
agonist;EPINEPHRINE BITARTRATE
inhibitor;EPIRUBICIN
negative modulator;EPIRUBICIN
inhibitor;EPITINIB
antagonist;EPLERENONE
antagonist;EPLIVANSERIN
agonist;EPOETIN ALFA
agonist;EPOETIN BETA
agonist;EPOPROSTENOL
inducer;EPOPROSTENOL
agonist;EPOPROSTENOL SODIUM
antagonist;EPROSARTAN
antagonist;EPROSARTAN MESYLATE
agonist;EPROTIROME
inhibitor;EPTIFIBATIDE
antibody;EPTINEZUMAB
inhibitor;EPTINEZUMAB
inhibitor;ERDAFITINIB
substrate;ERDAFITINIB
antagonist;ERENUMAB
agonist;ERGOCALCIFEROL
inducer;ERGOCALCIFEROL
agonist;ERGOLOID MESYLATES
antagonist;ERGOLOID MESYLATES
agonist;ERGONOVINE
agonist;ERGOTAMINE
antagonist;ERGOTAMINE
partial agonist;ERGOTAMINE
inhibitor;ERIBAXABAN
inhibitor;ERIBULIN
inhibitor;ERIBULIN MESYLATE
antagonist;ERITORAN TETRASODIUM
negative modulator;ERLIZUMAB
blocker;ERLOSAMIDE
agonist;ERLOTINIB
antagonist;ERLOTINIB
inhibitor;ERLOTINIB
inhibitor;ERLOTINIB HYDROCHLORIDE
agonist;ERTEBEREL
antagonist;ERTUGLIFLOZIN
inhibitor;ERTUGLIFLOZIN
agonist;ERYTHRITYL TETRANITRATE
agonist;ERYTHROMYCIN
inhibitor;ERYTHROMYCIN
inhibitor;ESCITALOPRAM
inhibitor;ESCITALOPRAM OXALATE
agonist;ESCULIN
inhibitor;ESFLURBIPROFEN
agonist;ESKETAMINE
antagonist;ESKETAMINE
inhibitor;ESKETAMINE
blocker;ESLICARBAZEPINE
blocker;ESLICARBAZEPINE ACETATE
antagonist;ESMIRTAZAPINE
inverse agonist;ESMIRTAZAPINE
antagonist;ESMIRTAZAPINE MALEATE
antagonist;ESMOLOL
antagonist;ESMOLOL HYDROCHLORIDE
inhibitor;ESOMEPRAZOLE
inhibitor;ESOMEPRAZOLE MAGNESIUM
inhibitor;ESOMEPRAZOLE SODIUM
inhibitor;ESOMEPRAZOLE STRONTIUM
inhibitor;ESREBOXETINE
ligand;ESTAZOLAM
positive modulator;ESTAZOLAM
agonist;ESTRADIOL
binder;ESTRADIOL
inhibitor;ESTRADIOL
agonist;ESTRADIOL ACETATE
agonist;ESTRADIOL BENZOATE
ligand;ESTRADIOL BENZOATE
agonist;ESTRADIOL CYPIONATE
agonist;ESTRADIOL VALERATE
agonist;ESTRAMUSTINE
antagonist;ESTRAMUSTINE
modulator;ESTRAMUSTINE PHOSPHATE SODIUM
agonist;ESTRIOL
agonist;ESTROGENS, CONJUGATED
agonist;ESTROGENS, CONJUGATED SYNTHETIC A
agonist;ESTROGENS, ESTERIFIED
agonist;ESTRONE
agonist;ESTROPIPATE
agonist;ESUBERAPROST
agonist;ESZOPICLONE
positive modulator;ESZOPICLONE
potentiator;ESZOPICLONE
agonist;ETAFEDRINE
agonist;ETALOCIB
antagonist;ETALOCIB
antibody;ETANERCEPT
inhibitor;ETANERCEPT
ligand;ETANERCEPT
antagonist;ETARACIZUMAB
antibody;ETARACIZUMAB
allosteric modulator;ETAZOLATE
positive modulator;ETAZOLATE
binder;ETEPLIRSEN
inhibitor;ETHACRYNATE SODIUM
inhibitor;ETHACRYNIC ACID
positive modulator;ETHCHLORVYNOL
inhibitor;ETHINAMATE
agonist;ETHINYL ESTRADIOL
antagonist;ETHOPROPAZINE
antagonist;ETHOPROPAZINE HYDROCHLORIDE
blocker;ETHOSUXIMIDE
inhibitor;ETHOSUXIMIDE
activator;ETHOTOIN
blocker;ETHOTOIN
inhibitor;ETHOTOIN
inhibitor;ETHOXZOLAMIDE
ligand;ETHYL LOFLAZEPATE
positive modulator;ETHYL LOFLAZEPATE
agonist;ETHYLESTRENOL
agonist;ETHYLKETOCYCLAZOCINE
agonist;ETHYLMORPHINE
agonist;ETHYNODIOL DIACETATE
antagonist;ETICLOPRIDE
blocker;ETIDOCAINE HYDROCHLORIDE
antagonist;ETIDRONIC ACID
inhibitor;ETIDRONIC ACID
agonist;ETILEVODOPA
inhibitor;ETIRINOTECAN PEGOL
antagonist;ETIZOLAM
ligand;ETIZOLAM
positive modulator;ETIZOLAM
inhibitor;ETODOLAC
agonist;ETOMIDATE
positive modulator;ETOMIDATE
agonist;ETONITAZENE
agonist;ETONOGESTREL
agonist;ETOPERIDONE
antagonist;ETOPERIDONE
inhibitor;ETOPOSIDE
inhibitor;ETOPOSIDE PHOSPHATE
inhibitor;ETORICOXIB
agonist;ETORPHINE
agonist;ETRASIMOD
agonist;ETRETINATE
antagonist;ETROLIZUMAB
antagonist;EUGENOL
inhibitor;EVACETRAPIB
antagonist;EVATANEPAG
blocker;EVENAMIDE
inhibitor;EVEROLIMUS
inhibitor;EVOBRUTINIB
agonist;EVOCALCET
agonist;EVODENOSON
inhibitor;EVOLOCUMAB
antagonist;EVT-101
antagonist;EVT401
agonist;EXAMORELIN
inhibitor;EXEMESTANE
agonist;EXENATIDE
inhibitor;EXISULIND
inhibitor;EZATIOSTAT HYDROCHLORIDE
antagonist;EZETIMIBE
inhibitor;EZETIMIBE
antagonist;EZLOPITANT
activator;EZOGABINE
blocker;EZOGABINE
agonist;FADOLMIDINE HYDROCHLORIDE
inhibitor;FADROZOLE
inhibitor;FALNIDAMOL
inhibitor;FAMITINIB
antagonist;FAMOTIDINE
inhibitor;FANCHININ
positive modulator;FARAMPATOR
agonist;FARGLITAZAR
antibody;FARLETUZUMAB
inhibitor;FARLETUZUMAB
agonist;FARNESOL
inhibitor;FARNESOL
inhibitor;FASCAPLYSIN
inhibitor;FASIDOTRIL
inhibitor;FASIDOTRILAT
agonist;FASIGLIFAM
positive modulator;FASIGLIFAM
inhibitor;FASINUMAB
antagonist;FASITIBANT CHLORIDE
inhibitor;FASUDIL
agonist;FAXELADOL
inhibitor;FAXELADOL
agonist;FE 202767
inhibitor;FEBUXOSTAT
inhibitor;FEDRATINIB
antagonist;FELBAMATE
activator;FELODIPINE
antagonist;FELODIPINE
blocker;FELODIPINE
inhibitor;FELODIPINE
agonist;FELYPRESSIN
inhibitor;FENCAMFAMIN
inhibitor;FENCLONINE
inhibitor;FENEBRUTINIB
agonist;FENFLURAMINE
inhibitor;FENFLURAMINE
allosteric modulator;FENOBAM
agonist;FENOFIBRATE
inhibitor;FENOFIBRATE
partial agonist;FENOFIBRATE
agonist;FENOFIBRIC ACID
agonist;FENOLDOPAM
antagonist;FENOLDOPAM
inhibitor;FENOLDOPAM
agonist;FENOLDOPAM MESYLATE
activator;FENOPROFEN
inhibitor;FENOPROFEN
inhibitor;FENOPROFEN CALCIUM
agonist;FENOTEROL
agonist;FENTANYL
agonist;FENTANYL CITRATE
agonist;FENTANYL HYDROCHLORIDE
binder;FERROUS SULFATE
substrate;FERROUS SULFATE
agonist;FERTIRELIN
antagonist;FESOTERODINE
antagonist;FESOTERODINE FUMARATE
antagonist;FEVIPIPRANT
agonist;FEXARAMINE
antagonist;FEXOFENADINE
antagonist;FEXOFENADINE HYDROCHLORIDE
inhibitor;FEZAKINUMAB
inhibitor;FGF401
inhibitor;FIBOFLAPON
inhibitor;FIBOFLAPON SODIUM
inhibitor;FIBRINOLYSIN, HUMAN
antibody;FICLATUZUMAB
inhibitor;FICLATUZUMAB
inhibitor;FIDARESTAT
antagonist;FIGITUMUMAB
antibody;FIGITUMUMAB
antagonist;FIGOPITANT
inhibitor;FILAMINAST
inhibitor;FILANESIB
inhibitor;FILGOTINIB
agonist;FILGRASTIM
stimulator;FILGRASTIM
antagonist;FILOREXANT
antagonist;FIMASARTAN
inhibitor;FIMEPINOSTAT
inhibitor;FINAFLOXACIN
inhibitor;FINASTERIDE
antagonist;FINERENONE
agonist;FINGOLIMOD
inhibitor;FINGOLIMOD
modulator;FINGOLIMOD
agonist;FINGOLIMOD HYDROCHLORIDE
antagonist;FIRATEGRAST
allosteric modulator;FIRSOCOSTAT
agonist;FISH OIL TRIGLYCERIDES
agonist,inhibitor;FISH OIL TRIGLYCERIDES
inhibitor;FISH OIL TRIGLYCERIDES
modulator;FISH OIL TRIGLYCERIDES
modulator;FISPEMIFENE
antagonist;FK453
antagonist;FLAVANONE
cofactor;FLAVIN ADENIN DINUCLEOTIDE
agonist;FLAVONE
antagonist;FLAVONE
antagonist;FLAVOXATE
inhibitor;FLAVOXATE HYDROCHLORIDE
blocker;FLECAINIDE
inhibitor;FLECAINIDE
blocker;FLECAINIDE ACETATE
inhibitor;FLEROXACIN
agonist;FLESINOXAN
agonist;FLIBANSERIN
agonist,antagonist;FLIBANSERIN
antagonist;FLIBANSERIN
activator;FLINDOKALNER
binder;FLORTAUCIPIR F 18
inhibitor;FLOXURIDINE
modulator;FLUCYTOSINE
agonist;FLUDARABINE
inhibitor;FLUDARABINE
negative modulator;FLUDARABINE
inhibitor;FLUDARABINE PHOSPHATE
potentiator;FLUDIAZEPAM
agonist;FLUDROCORTISONE
agonist;FLUDROCORTISONE ACETATE
activator;FLUFENAMIC ACID
agonist;FLUFENAMIC ACID
inhibitor;FLUMATINIB
allosteric modulator;FLUMAZENIL
antagonist;FLUMAZENIL
positive modulator;FLUMAZENIL
agonist;FLUMETHASONE
agonist;FLUMETHASONE PIVALATE
antagonist;FLUNARIZINE
inhibitor;FLUNARIZINE
agonist;FLUNISOLIDE
allosteric modulator;FLUNITRAZEPAM
ligand;FLUNITRAZEPAM
positive modulator;FLUNITRAZEPAM
agonist;FLUOCINOLONE ACETONIDE
agonist;FLUOCINONIDE
agonist;FLUOROMETHOLONE
agonist;FLUOROMETHOLONE ACETATE
inhibitor;FLUOROURACIL
negative modulator;FLUOROURACIL
antagonist;FLUOXETINE
blocker;FLUOXETINE
inhibitor;FLUOXETINE
inhibitor;FLUOXETINE HYDROCHLORIDE
agonist;FLUOXYMESTERONE
antagonist;FLUOXYMESTERONE
inhibitor;FLUOXYMESTERONE
agonist;FLUPAROXAN
antagonist;FLUPENTIXOL
antagonist;FLUPERLAPINE
antagonist;FLUPHENAZINE
inhibitor;FLUPHENAZINE
antagonist;FLUPHENAZINE DECANOATE
antagonist;FLUPHENAZINE ENANTHATE
antagonist;FLUPHENAZINE HYDROCHLORIDE
activator;FLUPIRTINE
agonist;FLUPREDNISOLONE
agonist;FLUPROSTENOL
agonist;FLURANDRENOLIDE
ligand;FLURAZEPAM
positive modulator;FLURAZEPAM
inhibitor;FLURBIPROFEN
inhibitor;FLURBIPROFEN SODIUM
antagonist;FLUSPIRILENE
inhibitor;FLUSPIRILENE
agonist;FLUTAMIDE
antagonist;FLUTAMIDE
agonist;FLUTICASONE
antagonist;FLUTICASONE
inhibitor;FLUTICASONE
agonist;FLUTICASONE FUROATE
agonist;FLUTICASONE PROPIONATE
inhibitor;FLUVASTATIN
inhibitor;FLUVASTATIN SODIUM
antagonist;FLUVOXAMINE
inhibitor;FLUVOXAMINE
inhibitor;FLUVOXAMINE MALEATE
binder;FOLIC ACID
allosteric modulator;FOLIGLURAX
agonist;FOLLITROPIN
agonist;FOLLITROPIN ALFA
inhibitor;FOMEPIZOLE
activator;FONDAPARINUX
inhibitor;FONDAPARINUX
potentiator;FONDAPARINUX
activator;FONDAPARINUX SODIUM
inhibitor;FONTOLIZUMAB
inhibitor;FORALUMAB
antagonist;FORASARTAN
inhibitor;FORETINIB
inhibitor;FORMEBOLONE
agonist;FORMOTEROL
inhibitor;FORODESINE
inhibitor;FORODESINE HYDROCHLORIDE
antagonist;FOROPAFANT
antagonist;FOSAPREPITANT
antagonist;FOSAPREPITANT DIMEGLUMINE
inhibitor;FOSBRETABULIN DISODIUM
agonist;FOSDAGROCORAT
modulator;FOSDAGROCORAT
ligand;FOSFOCREATINE
product of;FOSFOCREATINE
inhibitor;FOSINOPRIL
inhibitor;FOSINOPRIL SODIUM
antagonist;FOSNETUPITANT
inhibitor;FOSPHENYTOIN
blocker;FOSPHENYTOIN SODIUM
potentiator;FOSPROPOFOL
antagonist;FOSTAMATINIB
inhibitor;FOSTAMATINIB
suppressor;FP-1039
agonist;FRAKEFAMIDE
antagonist;FRAMYCETIN
antibody;FREMANEZUMAB
inhibitor;FRESELESTAT
antibody;FRESOLIMUMAB
inhibitor;FRESOLIMUMAB
agonist;FROVATRIPTAN
agonist;FROVATRIPTAN SUCCINATE
inhibitor;FRUQUINTINIB
inhibitor;FULRANUMAB
agonist;FULVESTRANT
antagonist;FULVESTRANT
