gene_name;drug_name
ESR1;ESTROGEN
ESR2;ESTROGEN
ESR2;ESTROGEN
ESR1;ESTROGENS, CONJUGATED
ESR2;ESTROGENS, CONJUGATED
ESR1;ESTROGENS, CONJUGATED SYNTHETIC A
ESR2;ESTROGENS, CONJUGATED SYNTHETIC A
ESR1;ESTROGENS, ESTERIFIED
ESR2;ESTROGENS, ESTERIFIED
AKR1C1;ESTRONE
AR;ESTRONE
AR;ESTRONE
CYP19A1;ESTRONE
ESR1;ESTRONE
ESR1;ESTRONE
ESR1;ESTRONE
ESR1;ESTRONE
ESR1;ESTRONE
ESR1;ESTRONE
ESR1;ESTRONE
ESR2;ESTRONE
ESR2;ESTRONE
MYC;ESTRONE
PIK3CG;ESTRONE
SHBG;ESTRONE
STS;ESTRONE
TARDBP;ESTRONE
UGT1A5;ESTRONE
F5;ESTRONE SODIUM SULFATE
SULT1A1;ESTRONE SODIUM SULFATE
ESR1;ESTROPIPATE
ESR1;ESTROPIPATE
ESR1;ESTROPIPATE
ESR2;ESTROPIPATE
RAPGEF3;ESTROPIPATE
VDR;ESTROPIPATE
PTGIR;ESUBERAPROST
PTGIR;ESUBERAPROST
PTGIR;ESUBERAPROST
CYP3A5;ESZOPICLONE
GABRA1;ESZOPICLONE
GABRA1;ESZOPICLONE
GABRA1;ESZOPICLONE
GABRA1;ESZOPICLONE
GABRA2;ESZOPICLONE
GABRA2;ESZOPICLONE
GABRA2;ESZOPICLONE
GABRA3;ESZOPICLONE
GABRA3;ESZOPICLONE
GABRA3;ESZOPICLONE
GABRA4;ESZOPICLONE
GABRA5;ESZOPICLONE
GABRA5;ESZOPICLONE
GABRA5;ESZOPICLONE
GABRA6;ESZOPICLONE
GABRB1;ESZOPICLONE
GABRB2;ESZOPICLONE
GABRB3;ESZOPICLONE
GABRD;ESZOPICLONE
GABRE;ESZOPICLONE
GABRG1;ESZOPICLONE
GABRG2;ESZOPICLONE
GABRG3;ESZOPICLONE
GABRP;ESZOPICLONE
GABRQ;ESZOPICLONE
TSPO;ESZOPICLONE
TSPO;ESZOPICLONE
ADRB2;ETAFEDRINE
LTB4R;ETALOCIB
LTB4R;ETALOCIB
PPARG;ETALOCIB
ATP5E;ETANERCEPT
C1QA;ETANERCEPT
CD84;ETANERCEPT
CSF2;ETANERCEPT
FCGR1A;ETANERCEPT
FCGR2A;ETANERCEPT
FCGR2A;ETANERCEPT
FCGR2B;ETANERCEPT
FCGR2C;ETANERCEPT
FCGR3A;ETANERCEPT
FCGR3A;ETANERCEPT
FCGR3B;ETANERCEPT
GHRL;ETANERCEPT
HLA-DRB1;ETANERCEPT
HLA-E;ETANERCEPT
IL12B;ETANERCEPT
IL6;ETANERCEPT
KLRD1;ETANERCEPT
LTA;ETANERCEPT
PSORS1C1;ETANERCEPT
PTPRC;ETANERCEPT
SLCO1C1;ETANERCEPT
STAT4;ETANERCEPT
TNF;ETANERCEPT
TNF;ETANERCEPT
TNF;ETANERCEPT
TNF;ETANERCEPT
TNF;ETANERCEPT
TNF;ETANERCEPT
TNFRSF1A;ETANERCEPT
TNFRSF1B;ETANERCEPT
TRAF1;ETANERCEPT
ITGA5;ETARACIZUMAB
ITGAV;ETARACIZUMAB
ITGB1;ETARACIZUMAB
ITGB3;ETARACIZUMAB
CREBBP;ETAZOLATE
CYP1A2;ETAZOLATE
CYP3A4;ETAZOLATE
EHMT2;ETAZOLATE
GABRA2;ETAZOLATE
GABRA3;ETAZOLATE
GABRB1;ETAZOLATE
GABRB2;ETAZOLATE
GABRB3;ETAZOLATE
GABRB3;ETAZOLATE
GABRE;ETAZOLATE
GABRG1;ETAZOLATE
GABRG3;ETAZOLATE
PDE4A;ETAZOLATE
PDE4B;ETAZOLATE
PDE4C;ETAZOLATE
PDE4D;ETAZOLATE
PORCN;ETC-159
DMD;ETEPLIRSEN
DMD;ETEPLIRSEN
VDR;ETHACRIDINE
HSD17B10;ETHACRIDINE LACTATE
MAPT;ETHACRIDINE LACTATE
POLK;ETHACRIDINE LACTATE
USP1;ETHACRIDINE LACTATE
VDR;ETHACRIDINE LACTATE
SLC12A1;ETHACRYNATE SODIUM
ALDH1A1;ETHACRYNIC ACID
AR;ETHACRYNIC ACID
CYP2C9;ETHACRYNIC ACID
EHMT2;ETHACRYNIC ACID
GMNN;ETHACRYNIC ACID
IDH1;ETHACRYNIC ACID
NFE2L2;ETHACRYNIC ACID
POLH;ETHACRYNIC ACID
POLI;ETHACRYNIC ACID
RORC;ETHACRYNIC ACID
SLC12A1;ETHACRYNIC ACID
VDR;ETHACRYNIC ACID
CYP2B6;ETHAMBUTOL
CYP2C19;ETHAMBUTOL
CYP2C9;ETHAMBUTOL
TNF;ETHAMBUTOL
EHMT2;ETHAMSYLATE
HIF1A;ETHAMSYLATE
HSD17B10;ETHAMSYLATE
CYP2C9;ETHAVERINE
CYP3A4;ETHAVERINE
CYP3A4;ETHAVERINE HYDROCHLORIDE
GABRA1;ETHCHLORVYNOL
GABRA1;ETHCHLORVYNOL
GABRA1;ETHCHLORVYNOL
GABRA2;ETHCHLORVYNOL
GABRA3;ETHCHLORVYNOL
GABRA4;ETHCHLORVYNOL
GABRA5;ETHCHLORVYNOL
GABRA6;ETHCHLORVYNOL
GABRB1;ETHCHLORVYNOL
GABRB2;ETHCHLORVYNOL
GABRB2;ETHCHLORVYNOL
GABRB3;ETHCHLORVYNOL
GABRD;ETHCHLORVYNOL
GABRE;ETHCHLORVYNOL
GABRG1;ETHCHLORVYNOL
GABRG2;ETHCHLORVYNOL
GABRG3;ETHCHLORVYNOL
GABRP;ETHCHLORVYNOL
GABRQ;ETHCHLORVYNOL
CYP3A4;ETHER
GYPA;ETHER
MAPK1;ETHER
NPPC;ETHER
NPY;ETHER
TAC1;ETHER
CA1;ETHINAMATE
CA2;ETHINAMATE
CA2;ETHINAMATE
ACTB;ETHINYL ESTRADIOL
AQP8;ETHINYL ESTRADIOL
AR;ETHINYL ESTRADIOL
CYP1A2;ETHINYL ESTRADIOL
CYP2C19;ETHINYL ESTRADIOL
CYP2C9;ETHINYL ESTRADIOL
CYP2D6;ETHINYL ESTRADIOL
ESR1;ETHINYL ESTRADIOL
ESR1;ETHINYL ESTRADIOL
ESR1;ETHINYL ESTRADIOL
ESR2;ETHINYL ESTRADIOL
NR1I2;ETHINYL ESTRADIOL
NR1I3;ETHINYL ESTRADIOL
NR3C1;ETHINYL ESTRADIOL
UGT1A1;ETHINYL ESTRADIOL
AR;ETHISTERONE
AR;ETHOFUMESATE
CBX1;ETHOPROPAZINE
CHRM1;ETHOPROPAZINE
CHRM1;ETHOPROPAZINE
CHRM1;ETHOPROPAZINE
CHRM2;ETHOPROPAZINE
EHMT2;ETHOPROPAZINE
GRIN3A;ETHOPROPAZINE
HRH1;ETHOPROPAZINE
ALOX12;ETHOPROPAZINE HYDROCHLORIDE
ALOX15;ETHOPROPAZINE HYDROCHLORIDE
ALOX15B;ETHOPROPAZINE HYDROCHLORIDE
CHRM1;ETHOPROPAZINE HYDROCHLORIDE
MAPT;ETHOPROPAZINE HYDROCHLORIDE
TP53;ETHOPROPAZINE HYDROCHLORIDE
USP1;ETHOPROPAZINE HYDROCHLORIDE
CACNA1G;ETHOSUXIMIDE
CACNA1G;ETHOSUXIMIDE
CACNA1G;ETHOSUXIMIDE
CACNA1G;ETHOSUXIMIDE
CACNA1G;ETHOSUXIMIDE
CACNA1H;ETHOSUXIMIDE
CACNA1I;ETHOSUXIMIDE
CYP3A4;ETHOSUXIMIDE
SCN1A;ETHOSUXIMIDE
NR1I2;ETHOTOIN
SCN10A;ETHOTOIN
SCN11A;ETHOTOIN
SCN1A;ETHOTOIN
SCN2A;ETHOTOIN
SCN3A;ETHOTOIN
SCN4A;ETHOTOIN
SCN5A;ETHOTOIN
SCN5A;ETHOTOIN
SCN5A;ETHOTOIN
SCN5A;ETHOTOIN
SCN5A;ETHOTOIN
SCN7A;ETHOTOIN
SCN8A;ETHOTOIN
SCN9A;ETHOTOIN
AQP4;ETHOXZOLAMIDE
CA1;ETHOXZOLAMIDE
CA1;ETHOXZOLAMIDE
CA1;ETHOXZOLAMIDE
CA1;ETHOXZOLAMIDE
CA1;ETHOXZOLAMIDE
CA1;ETHOXZOLAMIDE
CA12;ETHOXZOLAMIDE
CA12;ETHOXZOLAMIDE
CA13;ETHOXZOLAMIDE
CA14;ETHOXZOLAMIDE
CA14;ETHOXZOLAMIDE
CA2;ETHOXZOLAMIDE
CA2;ETHOXZOLAMIDE
CA2;ETHOXZOLAMIDE
CA3;ETHOXZOLAMIDE
CA3;ETHOXZOLAMIDE
CA4;ETHOXZOLAMIDE
CA4;ETHOXZOLAMIDE
CA5A;ETHOXZOLAMIDE
CA5B;ETHOXZOLAMIDE
CA6;ETHOXZOLAMIDE
CA7;ETHOXZOLAMIDE
CA7;ETHOXZOLAMIDE
CA7;ETHOXZOLAMIDE
CA9;ETHOXZOLAMIDE
HSD17B10;ETHYL ANTHRANILATE
TTR;ETHYL CAFFEATE
GABRA1;ETHYL LOFLAZEPATE
GABRA1;ETHYL LOFLAZEPATE
GMNN;ETHYL NITRITE [SPIRIT]
HMGB1;ETHYL PYRUVATE
TNF;ETHYL PYRUVATE
ALDH1A1;ETHYL VANILLIN
ESR1;ETHYLENEDIAMINE
AR;ETHYLESTRENOL
AR;ETHYLESTRENOL
AR;ETHYLESTRENOL
AR;ETHYLESTRENOL
GMNN;ETHYLESTRENOL
CYP2D6;ETHYLISOTHIOUREA
NOS2;ETHYLISOTHIOUREA
NOS3;ETHYLISOTHIOUREA
OPRD1;ETHYLKETOCYCLAZOCINE
OPRK1;ETHYLKETOCYCLAZOCINE
OPRM1;ETHYLKETOCYCLAZOCINE
CYP2D6;ETHYLMORPHINE
OPRM1;ETHYLMORPHINE
KDM4E;ETHYLNOREPINEPHRINE HYDROCHLORIDE
AR;ETHYNODIOL DIACETATE
ESR1;ETHYNODIOL DIACETATE
NFE2L2;ETHYNODIOL DIACETATE
PGR;ETHYNODIOL DIACETATE
PGR;ETHYNODIOL DIACETATE
CYP1A2;ETICLOPRIDE
CYP2D6;ETICLOPRIDE
DRD2;ETICLOPRIDE
DRD3;ETICLOPRIDE
DRD4;ETICLOPRIDE
HIF1A;ETICLOPRIDE
SCN10A;ETIDOCAINE HYDROCHLORIDE
SCN11A;ETIDOCAINE HYDROCHLORIDE
SCN1A;ETIDOCAINE HYDROCHLORIDE
SCN2A;ETIDOCAINE HYDROCHLORIDE
SCN3A;ETIDOCAINE HYDROCHLORIDE
SCN4A;ETIDOCAINE HYDROCHLORIDE
SCN5A;ETIDOCAINE HYDROCHLORIDE
SCN7A;ETIDOCAINE HYDROCHLORIDE
SCN8A;ETIDOCAINE HYDROCHLORIDE
SCN9A;ETIDOCAINE HYDROCHLORIDE
ATP6V1A;ETIDRONIC ACID
BGLAP;ETIDRONIC ACID
CYP1A2;ETIDRONIC ACID
CYP2C19;ETIDRONIC ACID
CYP2C9;ETIDRONIC ACID
CYP2D6;ETIDRONIC ACID
CYP3A4;ETIDRONIC ACID
IL11;ETIDRONIC ACID
PCAP;ETIDRONIC ACID
PTPRS;ETIDRONIC ACID
SLC25A4;ETIDRONIC ACID
SLC25A5;ETIDRONIC ACID
SLC25A6;ETIDRONIC ACID
SMPD1;ETIDRONIC ACID
TAC1;ETIDRONIC ACID
GALR3;ETILEFRINE
DRD1;ETILEVODOPA
DRD2;ETILEVODOPA
DRD3;ETILEVODOPA
DRD3;ETILEVODOPA
DRD4;ETILEVODOPA
DRD5;ETILEVODOPA
CYP1A2;ETIOCHOLANOLONE
HSD17B11;ETIOCHOLANOLONE
IGHG2;ETIOCHOLANOLONE
SULT2A1;ETIOCHOLANOLONE
IL1B;ETIPREDNOL DICLOACETATE
TOP1;ETIRINOTECAN PEGOL
TOP1;ETIRINOTECAN PEGOL
GABRA1;ETIZOLAM
GABRA1;ETIZOLAM
PTAFR;ETIZOLAM
GNAS;ETOCARLIDE
AR;ETOCRYLENE
NFE2L2;ETODOLAC
PTGS1;ETODOLAC
PTGS1;ETODOLAC
PTGS1;ETODOLAC
PTGS2;ETODOLAC
PTGS2;ETODOLAC
PTGS2;ETODOLAC
PTGS2;ETODOLAC
PTGS2;ETODOLAC
PTGS2;ETODOLAC
PTGS2;ETODOLAC
RXRA;ETODOLAC
CYP1A2;ETOFENAMATE
ADRA2B;ETOMIDATE
ADRA2B;ETOMIDATE
ADRA2B;ETOMIDATE
GABRA1;ETOMIDATE
GABRA1;ETOMIDATE
GABRA1;ETOMIDATE
GABRA1;ETOMIDATE
GABRA1;ETOMIDATE
GABRA1;ETOMIDATE
GABRA2;ETOMIDATE
GABRA2;ETOMIDATE
GABRA3;ETOMIDATE
GABRA3;ETOMIDATE
GABRA4;ETOMIDATE
GABRA4;ETOMIDATE
GABRA5;ETOMIDATE
GABRA5;ETOMIDATE
GABRA6;ETOMIDATE
GABRA6;ETOMIDATE
GABRB1;ETOMIDATE
GABRB1;ETOMIDATE
GABRB2;ETOMIDATE
GABRB2;ETOMIDATE
GABRB3;ETOMIDATE
GABRB3;ETOMIDATE
GABRD;ETOMIDATE
GABRD;ETOMIDATE
GABRE;ETOMIDATE
GABRE;ETOMIDATE
GABRG1;ETOMIDATE
GABRG1;ETOMIDATE
GABRG2;ETOMIDATE
GABRG2;ETOMIDATE
GABRG3;ETOMIDATE
GABRG3;ETOMIDATE
GABRG3;ETOMIDATE
GABRP;ETOMIDATE
GABRP;ETOMIDATE
GABRQ;ETOMIDATE
GABRQ;ETOMIDATE
AR;ETONITAZENE
OPRD1;ETONITAZENE
OPRK1;ETONITAZENE
OPRM1;ETONITAZENE
AR;ETONOGESTREL
CYP3A7;ETONOGESTREL
ESR1;ETONOGESTREL
ESR1;ETONOGESTREL
PGR;ETONOGESTREL
PGR;ETONOGESTREL
PGR;ETONOGESTREL
PGR;ETONOGESTREL
PGR;ETONOGESTREL
ADRA1A;ETOPERIDONE
ADRA2A;ETOPERIDONE
CHRM1;ETOPERIDONE
DRD2;ETOPERIDONE
HTR2A;ETOPERIDONE
HTR2C;ETOPERIDONE
ABCB1;ETOPOSIDE
ABCC1;ETOPOSIDE
ACTR2;ETOPOSIDE
AFP;ETOPOSIDE
ATM;ETOPOSIDE
BAX;ETOPOSIDE
BCL2;ETOPOSIDE
BRCA2;ETOPOSIDE
BTF3P11;ETOPOSIDE
CHEK1;ETOPOSIDE
CYP1A2;ETOPOSIDE
CYP2C19;ETOPOSIDE
CYP2C9;ETOPOSIDE
CYP2D6;ETOPOSIDE
CYP3A4;ETOPOSIDE
CYP3A4;ETOPOSIDE
CYP3A4;ETOPOSIDE
DDIT3;ETOPOSIDE
DYNC2H1;ETOPOSIDE
E2F1;ETOPOSIDE
EGFR;ETOPOSIDE
EIF4E;ETOPOSIDE
ERCC1;ETOPOSIDE
ERCC2;ETOPOSIDE
FGFR1;ETOPOSIDE
GDF15;ETOPOSIDE
GLP1R;ETOPOSIDE
GMNN;ETOPOSIDE
GSTP1;ETOPOSIDE
GSTT1;ETOPOSIDE
IGF2;ETOPOSIDE
ITGAL;ETOPOSIDE
KLK3;ETOPOSIDE
MAPK1;ETOPOSIDE
MAPK3;ETOPOSIDE
MUC16;ETOPOSIDE
MYCN;ETOPOSIDE
NCOA1;ETOPOSIDE
NCOA3;ETOPOSIDE
PAPOLA;ETOPOSIDE
PGP;ETOPOSIDE
PLA2G1B;ETOPOSIDE
PLA2G6;ETOPOSIDE
SLCO1B1;ETOPOSIDE
SLIT1;ETOPOSIDE
TGFB1;ETOPOSIDE
TNFSF13B;ETOPOSIDE
TOP2A;ETOPOSIDE
TOP2A;ETOPOSIDE
TOP2A;ETOPOSIDE
TOP2A;ETOPOSIDE
TOP2A;ETOPOSIDE
TOP2A;ETOPOSIDE
TOP2A;ETOPOSIDE
TOP2B;ETOPOSIDE
TOP2B;ETOPOSIDE
TOP2B;ETOPOSIDE
TOP2B;ETOPOSIDE
TP53;ETOPOSIDE
TP53;ETOPOSIDE
TYMS;ETOPOSIDE
TYMSOS;ETOPOSIDE
UGT1A1;ETOPOSIDE
UGT1A10;ETOPOSIDE
ABCC1;ETOPOSIDE PHOSPHATE
HSPB2;ETOPOSIDE PHOSPHATE
NR4A1;ETOPOSIDE PHOSPHATE
SLC2A4;ETOPOSIDE PHOSPHATE
TBP;ETOPOSIDE PHOSPHATE
TOP2A;ETOPOSIDE PHOSPHATE
XIAP;ETOPOSIDE PHOSPHATE
PTGS2;ETORICOXIB
PTGS2;ETORICOXIB
PTGS2;ETORICOXIB
PTGS2;ETORICOXIB
PTGS2;ETORICOXIB
PTGS2;ETORICOXIB
PTGS2;ETORICOXIB
OPRD1;ETORPHINE
OPRD1;ETORPHINE
OPRK1;ETORPHINE
OPRK1;ETORPHINE
OPRL1;ETORPHINE
OPRM1;ETORPHINE
OPRM1;ETORPHINE
POMC;ETORPHINE
TRIM13;ETORPHINE
NFE2L2;ETOXAZOLE
PPARD;ETOXAZOLE
S1PR1;ETRASIMOD
S1PR1;ETRASIMOD
S1PR4;ETRASIMOD
S1PR5;ETRASIMOD
ABCB1;ETRAVIRINE
ABCC3;ETRAVIRINE
ABCG2;ETRAVIRINE
CYP2C19;ETRAVIRINE
GMNN;ETRETINATE
RARA;ETRETINATE
RARA;ETRETINATE
RARB;ETRETINATE
RARB;ETRETINATE
RARG;ETRETINATE
RARG;ETRETINATE
RXRA;ETRETINATE
RXRA;ETRETINATE
RXRB;ETRETINATE
RXRB;ETRETINATE
RXRG;ETRETINATE
RXRG;ETRETINATE
ITGB7;ETROLIZUMAB
MET;EUCALYPTIN A
APEX1;EUFLAVINE
ALDH1A1;EUGENOL
AR;EUGENOL
ESR1;EUGENOL
ESR2;EUGENOL
MAOB;EUGENOL
TRPV3;EUGENOL
CYP3A4;EUGENYL BENZOAT
APEX1;EUPAFOLIN
ATAD5;EUPAFOLIN
BAZ2B;EUPAFOLIN
CASP6;EUPAFOLIN
FEN1;EUPAFOLIN
GAA;EUPAFOLIN
GFER;EUPAFOLIN
HSPA5;EUPAFOLIN
KDM4A;EUPAFOLIN
KDM4E;EUPAFOLIN
POLB;EUPAFOLIN
POLH;EUPAFOLIN
POLI;EUPAFOLIN
POLK;EUPAFOLIN
RECQL;EUPAFOLIN
WRN;EUPAFOLIN
AKT1;EUPALININ A
CYP3A4;EUPARIN
GMNN;EUPAROTIN ACETATE
NFE2L2;EUPAROTIN ACETATE
AURKA;EUPATORIN
AURKB;EUPATORIN
KDR;EUPATORIN
CETP;EVACETRAPIB
CETP;EVACETRAPIB
GLS;EVANS BLUE
KAT2A;EVANS BLUE
POLK;EVANS BLUE
USP1;EVANS BLUE
PTGER2;EVATANEPAG
PTGER4;EVATANEPAG
SCN10A;EVENAMIDE
SCN11A;EVENAMIDE
SCN1A;EVENAMIDE
SCN2A;EVENAMIDE
SCN3A;EVENAMIDE
SCN4A;EVENAMIDE
SCN5A;EVENAMIDE
SCN7A;EVENAMIDE
SCN8A;EVENAMIDE
SCN9A;EVENAMIDE
ABCB1;EVEROLIMUS
AKT1;EVEROLIMUS
AKT1;EVEROLIMUS
AKT1;EVEROLIMUS
AKT2;EVEROLIMUS
AKT3;EVEROLIMUS
AR;EVEROLIMUS
ATM;EVEROLIMUS
BAP1;EVEROLIMUS
BRAF;EVEROLIMUS
BRAF;EVEROLIMUS
BRCA1;EVEROLIMUS
BRCA2;EVEROLIMUS
CTNNB1;EVEROLIMUS
CYP3A5;EVEROLIMUS
EGFR;EVEROLIMUS
ERBB2;EVEROLIMUS
ERBB2;EVEROLIMUS
ERBB2;EVEROLIMUS
ERBB2;EVEROLIMUS
ESR1;EVEROLIMUS
ESR1;EVEROLIMUS
ESR1;EVEROLIMUS
ESR2;EVEROLIMUS
FGFR4;EVEROLIMUS
FKBP1A;EVEROLIMUS
FKBP1A;EVEROLIMUS
FKBP1A;EVEROLIMUS
FLCN;EVEROLIMUS
FLCN;EVEROLIMUS
GNA11;EVEROLIMUS
GNAQ;EVEROLIMUS
HRAS;EVEROLIMUS
HRAS;EVEROLIMUS
KDM5C;EVEROLIMUS
KRAS;EVEROLIMUS
KRAS;EVEROLIMUS
MPL;EVEROLIMUS
MTOR;EVEROLIMUS
MTOR;EVEROLIMUS
MTOR;EVEROLIMUS
MTOR;EVEROLIMUS
MTOR;EVEROLIMUS
MTOR;EVEROLIMUS
MTOR;EVEROLIMUS
MTOR;EVEROLIMUS
MTOR;EVEROLIMUS
MTOR;EVEROLIMUS
MTOR;EVEROLIMUS
MTOR;EVEROLIMUS
MTOR;EVEROLIMUS
MTOR;EVEROLIMUS
MTOR;EVEROLIMUS
NF1;EVEROLIMUS
NF2;EVEROLIMUS
NF2;EVEROLIMUS
NOTCH1;EVEROLIMUS
NRAS;EVEROLIMUS
NRAS;EVEROLIMUS
PBRM1;EVEROLIMUS
PBRM1;EVEROLIMUS
PIK3CA;EVEROLIMUS
PIK3CA;EVEROLIMUS
PIK3CA;EVEROLIMUS
PIK3CA;EVEROLIMUS
PIK3R1;EVEROLIMUS
PTEN;EVEROLIMUS
PTEN;EVEROLIMUS
PTEN;EVEROLIMUS
PTEN;EVEROLIMUS
RB1;EVEROLIMUS
RET;EVEROLIMUS
RPTOR;EVEROLIMUS
STK11;EVEROLIMUS
STK11;EVEROLIMUS
STK11;EVEROLIMUS
TSC1;EVEROLIMUS
TSC1;EVEROLIMUS
TSC1;EVEROLIMUS
TSC2;EVEROLIMUS
TSC2;EVEROLIMUS
TSC2;EVEROLIMUS
VHL;EVEROLIMUS
VHL;EVEROLIMUS
ANGPTL3;EVINACUMAB
BTK;EVOBRUTINIB
CASR;EVOCALCET
ADORA2A;EVODENOSON
ADORA2A;EVODENOSON
SLC6A4;EVODIAMINE
TOP1;EVODIAMINE
BRCA2;EVOFOSFAMIDE
DPP4;EVOGLIPTIN
LDLR;EVOLOCUMAB
PCSK9;EVOLOCUMAB
PCSK9;EVOLOCUMAB
HSD17B10;EVOXINE
GRIN1;EVT-101
GRIN2B;EVT-101
GRIN2B;EVT-101
GRIN2B;EVT-101
RXRA;EVT-101
P2RX7;EVT401
P2RX7;EVT401
AR;EXALAMIDE
GHSR;EXAMORELIN
TOP1;EXATECAN
GSTP1;EXATECAN MESYLATE
MGMT;EXATECAN MESYLATE
AKR1C3;EXEMESTANE
AKR1C4;EXEMESTANE
AR;EXEMESTANE
BGLAP;EXEMESTANE
CYP19A1;EXEMESTANE
CYP19A1;EXEMESTANE
CYP19A1;EXEMESTANE
CYP19A1;EXEMESTANE
CYP19A1;EXEMESTANE
CYP19A1;EXEMESTANE
CYP19A1;EXEMESTANE
CYP1B1;EXEMESTANE
ERBB2;EXEMESTANE
ERBB2;EXEMESTANE
ESR1;EXEMESTANE
ESR1;EXEMESTANE
ESR1;EXEMESTANE
ESR2;EXEMESTANE
KMT2C;EXEMESTANE
MAP4K4;EXEMESTANE
NFE2L2;EXEMESTANE
PGR;EXEMESTANE
PGR;EXEMESTANE
TUBB1;EXEMESTANE
GLP1R;EXENATIDE
GLP1R;EXENATIDE
GLP1R;EXENATIDE
GLP1R;EXENATIDE
GLP1R;EXENATIDE
GLP1R;EXENATIDE
GLP1R;EXENATIDE
GLP1R;EXENATIDE
AR;EXIFONE
AKR1B1;EXISULIND
AKR1B10;EXISULIND
CBX1;EXISULIND
CYP1A2;EXISULIND
GSTP1;EXISULIND
PDE2A;EXISULIND
PDE4C;EXISULIND
PDE4D;EXISULIND
PDE5A;EXISULIND
PDE5A;EXISULIND
GSTP1;EZATIOSTAT
GSTP1;EZATIOSTAT
GSTP1;EZATIOSTAT
GSTP1;EZATIOSTAT HYDROCHLORIDE
ANPEP;EZETIMIBE
NPC1L1;EZETIMIBE
NPC1L1;EZETIMIBE
NPC1L1;EZETIMIBE
NPC1L1;EZETIMIBE
NPC1L1;EZETIMIBE
NPC1L1;EZETIMIBE
NPSR1;EZETIMIBE
SOAT1;EZETIMIBE
SPR;EZLOPITANT
TACR1;EZLOPITANT
KCNQ1;EZOGABINE
KCNQ1;EZOGABINE
KCNQ2;EZOGABINE
KCNQ2;EZOGABINE
KCNQ2;EZOGABINE
KCNQ2;EZOGABINE
KCNQ2;EZOGABINE
KCNQ3;EZOGABINE
KCNQ3;EZOGABINE
KCNQ3;EZOGABINE
KCNQ3;EZOGABINE
KCNQ3;EZOGABINE
KCNQ4;EZOGABINE
KCNQ4;EZOGABINE
KCNQ4;EZOGABINE
KCNQ4;EZOGABINE
KCNQ5;EZOGABINE
KCNQ5;EZOGABINE
KCNQ5;EZOGABINE
KCNQ5;EZOGABINE
UTRN;EZUTROMID
TNC;F16IL2
TNC;F16SIP 131I
ADRA2A;FADOLMIDINE
ADRA2C;FADOLMIDINE
ADRA2A;FADOLMIDINE HYDROCHLORIDE
ADRA2B;FADOLMIDINE HYDROCHLORIDE
ADRA2C;FADOLMIDINE HYDROCHLORIDE
CYP11B1;FADROZOLE
CYP11B1;FADROZOLE
CYP11B2;FADROZOLE
CYP19A1;FADROZOLE
CYP19A1;FADROZOLE
CYP1B1;FADROZOLE
CYP7B1;FADROZOLE
GFAP;FADROZOLE
FEN1;FAGARONINE
POLI;FAGARONINE
POLK;FAGARONINE
RACGAP1;FAGARONINE
RAD52;FAGARONINE
TARDBP;FAGARONINE
IFNL3;FALDAPREVIR
IFNL4;FALDAPREVIR
EGFR;FALNIDAMOL
EGFR;FALNIDAMOL
EGFR;FALNIDAMOL
ERBB2;FALNIDAMOL
GMNN;FALNIDAMOL
YES1;FALNIDAMOL
CSF2;FAMCICLOVIR
FLT1;FAMITINIB
FLT1;FAMITINIB
FLT3;FAMITINIB
FLT3;FAMITINIB
FLT4;FAMITINIB
FLT4;FAMITINIB
KDR;FAMITINIB
KDR;FAMITINIB
KDR;FAMITINIB
KIT;FAMITINIB
KIT;FAMITINIB
KIT;FAMITINIB
PDGFRA;FAMITINIB
PDGFRA;FAMITINIB
PDGFRB;FAMITINIB
PDGFRB;FAMITINIB
PDGFRB;FAMITINIB
FGF2;FAMOTIDINE
HRH2;FAMOTIDINE
HRH2;FAMOTIDINE
HRH2;FAMOTIDINE
HRH2;FAMOTIDINE
HRH2;FAMOTIDINE
HRH2;FAMOTIDINE
KDM4A;FAMOTIDINE
TAC1;FAMOTIDINE
CYC1;FAMOXADONE
MT-CYB;FAMOXADONE
UQCR10;FAMOXADONE
UQCR10;FAMOXADONE
UQCR11;FAMOXADONE
UQCRB;FAMOXADONE
UQCRC1;FAMOXADONE
UQCRC2;FAMOXADONE
UQCRFS1;FAMOXADONE
UQCRH;FAMOXADONE
UQCRQ;FAMOXADONE
CYP2C9;FAMPROFAZONE
CYP3A4;FAMPROFAZONE
ABCB1;FANCHININ
ATXN2;FANCHININ
IDH1;FANCHININ
KDM4A;FANCHININ
TP53;FANCHININ
AR;FANDOSENTAN POTASSIUM
AR;FANETIZOLE
ATXN2;FANGCHINOLINE
GMNN;FANGCHINOLINE
SMAD3;FANGCHINOLINE
GRIA1;FARAMPATOR
GRIA2;FARAMPATOR
GRIA3;FARAMPATOR
GRIA4;FARAMPATOR
PPARA;FARGLITAZAR
PPARG;FARGLITAZAR
PPARG;FARGLITAZAR
PPARG;FARGLITAZAR
SCNN1B;FARGLITAZAR
FOLR1;FARLETUZUMAB
FOLR1;FARLETUZUMAB
FOLR1;FARLETUZUMAB
FOLR1;FARLETUZUMAB
MAOB;FARNESOL
MVK;FARNESOL
NR1H4;FARNESOL
FDPS;FARNESYL DIPHOSPHATE
FNTA;FARNESYL DIPHOSPHATE
FNTB;FARNESYL DIPHOSPHATE
GGPS1;FARNESYL DIPHOSPHATE
KRAS;FARNESYL DIPHOSPHATE
RABGGTA;FARNESYL DIPHOSPHATE
RABGGTB;FARNESYL DIPHOSPHATE
